วันที่เริ่ม,วันที่สิ้นสุด,ระยะเวลา (วินาที),คำหยาบที่พบ,จำนวนคำหยาบ,จำนวน Screenshot,ไฟล์ Screenshot
2025-07-06 14:39:45,2025-07-06 14:39:52,7.0,"fuck, fuckyou, ควาย",3,1,logs\screenshot_20250706_143948.png
